ID,DOM,Area,LP,SP,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,Lot SqFt,HOA Fee,Closing Date
ML81807601,6,3700,"$1,049,000 ","$1,105,000 ",1230,2,2,,Y,1,1972,"4,128",472,9/30/20
40917679,4,3700,"$1,088,888 ","$1,200,000 ",1680,4,3,0,Y,2,1958,"7,700",180,9/30/20
ML81807408,10,3700,"$1,149,800 ","$1,309,988 ",1523,3,2,,Y,2,1974,"9,754",,9/30/20
ML81802889,4,3700,"$1,164,500 ","$1,185,000 ",1863,4,2,1,Y,2,1988,"2,715",90,9/30/20
ML81802163,27,3700,"$1,179,000 ","$1,206,000 ",1641,3,2,1,Y,2,1990,"2,998",83,9/30/20
40916899,10,3700,"$1,200,000 ","$1,210,000 ",1593,4,2,0,Y,2,1965,"6,120",,9/30/20
40918600,7,3700,"$1,698,000 ","$1,851,000 ",2750,5,3,,Y,2,1984,"9,088",,9/30/20
ML81808004,7,3700,"$1,699,000 ","$1,650,000 ",1912,4,3,,Y,2,1961,"6,510",,9/30/20
40906343,3,3700,"$1,988,000 ","$1,988,000 ",2660,4,3,1,Y,2,2020,"4,002",231,9/30/20
40916665,10,3700,"$2,249,950 ","$2,407,000 ",3856,5,4,1,Y,2,1979,"6,839",,9/30/20
ML81788015,158,3500,"$909,888 ","$910,000 ",1872,4,2,1,Y,2,1960,"6,667",,10/1/20
ML81808017,6,3500,"$1,099,000 ","$1,155,000 ",1917,3,4,1,Y,2,2007,"2,283",138,10/1/20
ML81807902,4,3500,"$1,099,888 ","$1,150,000 ",1904,4,3,,Y,2,1955,"7,150",,10/1/20
ML81802416,35,3500,"$1,149,000 ","$1,180,000 ",2066,4,2,1,Y,2,2002,"3,995",,10/1/20
40913986,23,3700,"$975,000 ","$950,000 ",1364,3,2,,Y,2,1955,"5,049",,10/1/20
40920256,5,3700,"$978,000 ","$978,000 ",1104,3,2,0,Y,0,1955,"5,700",,10/1/20
40916722,6,3700,"$1,099,000 ","$1,155,000 ",1917,3,4,1,Y,2,2007,"2,283",138,10/1/20
40913516,36,3700,"$1,149,000 ","$1,180,000 ",2066,4,2,1,Y,2,2002,"3,995",,10/1/20
ML81807773,6,3700,"$1,358,000 ","$1,471,000 ",2005,4,2,1,Y,2,1984,"4,790",,10/1/20
40918219,7,3700,"$1,358,000 ","$1,471,000 ",2005,4,2,1,Y,2,1984,"4,790",,10/1/20
40914541,31,3700,"$1,400,000 ","$1,400,000 ",2400,5,3,0,Y,2,2000,"5,214",148,10/1/20
ML81808275,8,3700,"$1,448,000 ","$1,727,000 ",2144,4,2,,Y,3,1986,"6,575",,10/1/20
40912471,35,3700,"$2,998,000 ","$2,830,000 ",4061,4,5,0,Y,3,2006,"24,639",,10/1/20
40917734,10,3700,"$3,000,000 ","$3,000,000 ",4218,6,4,,Y,3,1998,"20,037",,10/1/20
ML81776577,143,3700,"$879,950 ","$855,000 ",1483,3,1,,,0,1958,"5,100",,10/2/20
40900322,158,3700,"$909,888 ","$910,000 ",1872,4,2,1,Y,2,1960,"6,667",,10/2/20
40919233,5,3700,"$925,000 ","$990,000 ",1200,3,2,0,Y,2,1961,"6,305",,10/2/20
SF496539,158,3700,"$934,950 ","$910,000 ",1872,4,2,1,,0,1960,"6,667",,10/2/20
40918764,0,3700,"$980,000 ","$990,000 ",1302,4,2,0,Y,2,1960,"5,500",,10/2/20
40918011,7,3700,"$1,049,000 ","$1,105,000 ",1230,2,2,,Y,2,1972,"4,128",472,10/2/20
ML81807641,12,3700,"$1,298,000 ","$1,460,000 ",1302,3,2,,Y,2,1956,"7,500",,10/2/20
40918104,11,3700,"$1,298,000 ","$1,460,000 ",1302,3,2,,Y,2,1956,"7,500",,10/2/20
40917915,10,3700,"$1,429,999 ","$1,429,888 ",1658,3,2,0,Y,2,1984,"6,512",,10/2/20
40914276,13,3700,"$1,876,000 ","$1,824,966 ",2823,4,3,0,Y,3,2000,"6,481",,10/2/20
40923927,1,3700,"$2,241,888 ","$2,100,000 ",2200,4,2,1,Y,2,1970,"15,600",,10/2/20
40916758,12,3700,"$849,950 ","$865,000 ",1116,2,2,0,Y,2,1973,"3,984",,10/5/20
40918097,8,3700,"$989,000 ","$1,100,000 ",1232,3,2,0,Y,2,1966,"6,300",,10/5/20
40921307,12,3700,"$1,265,000 ","$1,300,000 ",1730,3,2,0,Y,2,1969,"6,310",,10/5/20
40920198,4,3700,"$1,425,000 ","$1,530,000 ",2099,4,2,1,Y,2,1955,"10,800",216,10/5/20
40915610,29,3700,"$1,849,800 ","$1,813,000 ",2612,4,2,1,Y,2,1966,"9,216",,10/5/20
40923404,0,3700,"$2,100,000 ","$2,100,000 ",3656,5,3,0,N,3,1991,"11,637",,10/5/20
40911336,41,3700,"$2,155,000 ","$2,155,000 ",3010,4,3,1,Y,2,2020,"4,368",231,10/5/20
40917717,12,3700,"$869,988 ","$865,988 ",1104,2,1,0,Y,2,1963,"3,500",45,10/6/20
ML81808259,25,3700,"$1,198,000 ","$1,240,000 ",1801,4,3,,Y,2,1954,"5,500",,10/6/20
40919578,8,3700,"$1,225,000 ","$1,300,000 ",1854,4,2,0,Y,2,1963,"7,575",,10/6/20
40916149,31,3700,"$979,999 ","$965,000 ",1648,3,2,1,Y,2,1985,"4,128",381,10/7/20
ML81808093,12,3700,"$1,025,000 ","$1,050,000 ",1328,3,2,,Y,1,1961,"7,220",,10/7/20
ML81809126,6,3700,"$1,190,000 ","$1,290,000 ",2008,3,2,1,Y,2,1978,"4,050",,10/7/20
40917208,10,3700,"$1,249,950 ","$1,400,000 ",1980,4,2,0,Y,2,1972,"6,303",,10/7/20
40916445,18,3700,"$918,000 ","$935,000 ",1644,3,2,2,Y,2,2014,"2,351",132,10/8/20
ML81790394,134,3700,"$925,000 ","$900,000 ",1036,3,1,,Y,2,1959,"7,420",,10/8/20
SF502052,8,3700,"$999,000 ","$1,127,000 ",1390,4,2,1,,0,1959,"7,000",216,10/8/20
40913404,8,3700,"$999,000 ","$1,127,000 ",1390,4,2,1,Y,2,1959,"7,000",216,10/8/20
40919392,5,3700,"$1,250,000 ","$1,280,070 ",1525,4,2,0,Y,2,1961,"6,000",,10/8/20
40917866,0,3700,"$1,290,000 ","$1,350,000 ",1839,3,2,1,Y,2,1989,"3,500",40,10/8/20
40917570,19,3700,"$1,485,000 ","$1,475,000 ",1356,4,2,0,Y,2,1959,"12,275",,10/8/20
40907027,34,3700,"$1,998,000 ","$1,998,000 ",2747,4,3,1,Y,2,2020,"4,002",231,10/8/20
40918016,6,3700,"$1,028,800 ","$1,100,000 ",1592,3,2,0,Y,1,1948,"5,117",,10/9/20
40918661,11,3700,"$1,070,000 ","$1,150,000 ",1008,3,1,0,Y,2,1953,"5,353",,10/9/20
40912166,52,3700,"$1,199,800 ","$1,200,000 ",1462,3,2,0,Y,2,1962,"6,000",,10/9/20
ML81811058,0,3700,"$1,290,000 ","$1,350,000 ",1839,3,2,1,Y,2,1989,"3,500",40,10/9/20
40920297,6,3700,"$1,298,888 ","$1,250,000 ",1572,3,2,0,Y,2,1986,"6,949",,10/9/20
ML81809834,0,3700,"$1,359,950 ","$1,470,000 ",1736,3,2,0,Y,2,1950,"9,450",,10/9/20
40919976,1,3700,"$1,359,950 ","$1,470,000 ",1736,3,2,0,Y,2,1950,"9,450",,10/9/20
40915688,34,3700,"$1,399,900 ","$1,460,000 ",2034,4,3,1,Y,2,1963,"8,784",,10/9/20
40918564,11,3700,"$1,688,000 ","$1,870,000 ",2617,4,2,1,Y,2,1977,"8,953",,10/9/20
40914508,40,3700,"$1,689,888 ","$1,655,000 ",2888,4,3,0,Y,2,1979,"5,355",,10/9/20
40922450,4,3700,"$949,888 ","$1,025,253 ",1654,3,2,0,Y,2,1955,"5,936",,10/13/20
40919795,8,3700,"$999,888 ","$1,095,000 ",1134,3,2,0,Y,2,1963,"6,160",,10/13/20
40919690,6,3700,"$1,164,000 ","$1,200,000 ",1853,4,2,1,Y,2,1987,"3,167",260,10/13/20
40918910,9,3700,"$1,325,000 ","$1,350,000 ",2407,4,3,0,Y,2,1980,"6,771",,10/13/20
40918286,14,3700,"$1,600,000 ","$1,601,000 ",1702,4,3,0,Y,2,1953,"5,022",,10/13/20
40920465,6,3700,"$1,199,950 ","$1,240,000 ",1494,3,2,0,Y,2,1979,"6,414",,10/14/20
40914594,34,3700,"$1,249,950 ","$1,225,000 ",1700,3,2,1,Y,2,1987,"7,251",165,10/14/20
40919252,12,3700,"$1,400,000 ","$1,440,000 ",1812,4,2,1,Y,2,1989,"3,518",33,10/14/20
ML81807125,8,3500,"$1,088,000 ","$1,140,000 ",1370,3,2,1,Y,2,1989,"3,952",,10/15/20
ML81803397,36,3500,"$2,350,000 ","$2,200,000 ",3418,4,4,,Y,3,1952,"18,560",216,10/15/20
40919809,9,3700,"$879,000 ","$977,000 ",1248,3,2,0,Y,2,1959,"7,980",,10/15/20
40916082,0,3700,"$1,250,000 ","$1,265,000 ",1830,4,2,0,Y,2,1972,"11,801",,10/15/20
40920231,6,3700,"$1,288,888 ","$1,345,000 ",1480,3,2,,Y,2,1984,"5,600",,10/15/20
40919115,6,3700,"$1,450,000 ","$1,610,000 ",2035,4,2,1,Y,2,2017,"2,839",150,10/15/20
40914287,37,3700,"$2,350,000 ","$2,200,000 ",3418,4,4,0,Y,3,1952,"18,560",216,10/15/20
ML81810049,7,3500,"$1,060,000 ","$1,152,500 ",1384,3,2,1,Y,2,1989,"3,623",,10/16/20
40915929,6,3700,"$1,000,000 ","$950,000 ",1229,3,2,0,Y,2,1956,"9,241",201,10/16/20
40920291,3,3700,"$1,179,000 ","$1,190,000 ",1288,3,2,0,Y,2,1954,"7,000",18,10/16/20
40920246,7,3700,"$1,247,000 ","$1,306,000 ",1715,4,2,,Y,2,1974,"7,704",,10/16/20
ML81808269,0,3700,"$1,400,000 ","$1,450,000 ",1932,4,2,1,Y,2,1974,"3,772",33,10/16/20
40921254,6,3700,"$1,488,000 ","$1,488,000 ",1578,4,2,0,Y,2,1976,"6,397",,10/16/20
ML81809570,8,3700,"$1,998,800 ","$2,200,000 ",2550,5,2,1,Y,3,1974,"11,439",,10/16/20
40919143,12,3700,"$2,098,800 ","$2,265,000 ",3198,5,3,0,Y,2,1979,"7,133",,10/16/20
ML81811502,1,3500,"$1,249,800 ","$1,300,000 ",1745,3,2,,Y,2,1958,"7,700",20,10/19/20
40920323,7,3700,"$835,000 ","$910,000 ",1148,3,2,0,Y,2,1960,"5,400",,10/19/20
40913573,28,3700,"$1,475,000 ","$1,400,000 ",2360,5,3,0,Y,2,1953,"6,132",,10/19/20
40920419,7,3700,"$1,758,800 ","$1,812,000 ",1890,4,2,1,Y,2,1959,"9,840",,10/19/20
ML81809253,17,3700,"$1,148,000 ","$1,250,000 ",1008,3,1,,Y,2,1953,"5,022",,10/20/20
40920225,7,3700,"$1,328,800 ","$1,566,000 ",2006,4,2,1,Y,2,1980,"6,500",,10/20/20
40920230,10,3700,"$1,589,000 ","$1,570,000 ",2419,3,2,1,Y,3,1987,"8,033",80,10/20/20
ML81811489,2,3500,"$1,099,000 ","$1,160,000 ",1320,3,2,,Y,2,1959,"7,245",216,10/21/20
ML81812192,3,3500,"$1,138,888 ","$1,189,888 ",1390,3,2,,Y,2,1959,"6,000",,10/21/20
40922813,2,3700,"$999,888 ","$1,135,000 ",1256,3,2,0,Y,2,1964,"19,613",,10/21/20
40916316,37,3700,"$1,100,000 ","$1,084,000 ",1320,3,2,,Y,2,1960,"9,326",180,10/21/20
40912722,39,3700,"$1,499,000 ","$1,450,000 ",1767,4,3,,Y,2,1963,"6,386",,10/21/20
40919526,17,3700,"$1,148,000 ","$1,250,000 ",1008,3,1,0,Y,2,1953,"5,022",,10/22/20
40920982,8,3700,"$1,225,000 ","$1,231,000 ",1955,4,2,0,Y,2,1962,"6,279",,10/22/20
40922267,7,3700,"$1,435,000 ","$1,505,000 ",2159,4,3,0,Y,2,1992,"3,600",40,10/22/20
40921881,2,3700,"$1,449,950 ","$1,550,000 ",1522,3,2,0,Y,2,1978,"8,850",,10/22/20
40909714,82,3700,"$1,699,999 ","$1,670,888 ",3035,5,4,0,Y,2,2007,"4,240",121,10/22/20
ML81808276,12,3700,"$1,750,000 ","$1,800,000 ",2651,3,2,1,Y,2,2017,"4,500",154,10/22/20
40918656,13,3700,"$1,750,000 ","$1,800,000 ",2651,3,2,1,Y,2,2017,"4,500",154,10/22/20
40920462,8,3700,"$899,888 ","$925,000 ",1595,3,2,0,Y,2,1954,"5,936",,10/23/20
40919967,8,3700,"$1,000,000 ","$1,150,100 ",1612,4,2,0,Y,2,1960,"7,844",,10/23/20
40920358,8,3700,"$1,088,000 ","$1,157,000 ",1797,4,2,0,Y,2,1965,"6,993",,10/23/20
40922627,6,3700,"$1,160,000 ","$1,255,000 ",1701,4,2,1,Y,2,1963,"6,000",,10/23/20
ML81812778,6,3700,"$1,160,000 ","$1,255,000 ",1701,4,2,1,Y,2,1963,"6,000",,10/23/20
ML81807735,30,3700,"$1,188,880 ","$1,160,000 ",1404,5,2,,Y,2,1955,"5,800",,10/23/20
40920481,7,3700,"$2,099,800 ","$2,150,000 ",2743,4,3,0,Y,2,1988,"6,300",80,10/23/20
40921960,10,3700,"$2,150,000 ","$2,200,222 ",2810,5,3,0,Y,3,1988,"8,100",,10/23/20
40921038,6,3700,"$1,088,000 ","$1,160,000 ",1434,3,2,0,Y,2,1962,"6,000",,10/26/20
ML81810942,6,3700,"$1,088,000 ","$1,160,000 ",1434,3,2,,Y,2,1962,"6,000",,10/26/20
40922026,2,3700,"$1,598,000 ","$1,650,000 ",2701,4,3,1,Y,2,1961,"8,178",,10/26/20
ML81811666,7,3700,"$2,519,000 ","$2,480,000 ",3211,5,3,,Y,3,1974,"11,193",,10/26/20
40921618,7,3700,"$2,519,000 ","$2,480,000 ",3211,5,3,0,Y,3,1974,"11,193",,10/26/20
40920477,11,3700,"$1,130,850 ","$1,215,000 ",1503,4,2,,Y,2,1976,"1,503",,10/27/20
ML81810202,11,3700,"$1,130,850 ","$1,215,000 ",1503,4,2,,Y,2,1976,"4,346",,10/27/20
40920653,12,3700,"$1,149,000 ","$1,170,000 ",1496,4,2,0,Y,2,1975,"6,416",,10/27/20
ML81810990,4,3700,"$1,150,000 ","$1,195,000 ",1863,4,2,1,Y,2,1988,"2,716",90,10/27/20
40916839,37,3700,"$1,350,000 ","$1,315,000 ",2324,4,3,0,Y,2,2010,"3,936",194,10/27/20
ML81811020,7,3700,"$895,000 ","$990,000 ",1180,3,2,,Y,2,1976,"4,201",,10/28/20
40921234,12,3700,"$1,390,000 ","$1,360,000 ",1647,4,2,0,Y,2,1972,"6,820",486,10/28/20
ML81811190,12,3700,"$1,390,000 ","$1,360,000 ",1647,4,2,,Y,2,1972,"6,820",486,10/28/20
40921995,6,3700,"$999,000 ","$1,060,000 ",1217,3,2,0,Y,2,1960,"6,600",,10/29/20
ML81804468,24,3700,"$1,188,000 ","$1,180,000 ",1504,4,3,,Y,2,1954,"4,816",,10/29/20
40922828,2,3700,"$1,600,000 ","$1,620,000 ",2071,4,2,1,Y,3,1988,"7,966",65,10/29/20
ML81812529,6,3500,"$1,249,000 ","$1,410,000 ",1671,3,2,0,Y,2,1986,"8,032",,10/30/20
ML81811876,3,3700,"$550,000 ","$530,000 ",945,2,1,,,0,1970,"1,365",385,10/30/20
40922239,6,3700,"$875,000 ","$875,000 ",1201,3,2,0,Y,2,1955,"5,550",,10/30/20
40923551,7,3700,"$998,000 ","$1,098,000 ",1620,3,2,0,Y,2,1964,"5,700",,10/30/20
40921913,7,3700,"$1,130,000 ","$1,236,000 ",1484,3,2,0,Y,2,1965,"5,703",,10/30/20
40921484,0,3700,"$1,299,999 ","$1,400,000 ",1812,4,2,1,Y,2,1990,"3,780",,10/30/20
40908925,100,3700,"$1,674,808 ","$1,582,800 ",2115,4,2,1,Y,2,1967,"6,000",,10/30/20
40921997,5,3700,"$2,267,000 ","$2,254,900 ",3620,5,4,1,Y,3,2019,"10,657",,10/30/20
ML81811598,19,3700,"$1,399,000 ","$1,430,000 ",1758,3,2,,Y,2,1985,"6,846",,11/1/20
40921614,9,3700,"$1,399,000 ","$1,430,000 ",1758,3,2,0,Y,2,1985,"6,846",,11/1/20
40914937,7,3700,"$800,000 ","$875,000 ",1632,3,2,,N,0,1957,"6,414",,11/2/20
40921269,3,3700,"$1,249,000 ","$1,330,000 ",1656,3,1,1,Y,2,1958,"11,872",,11/2/20
40918481,52,3700,"$1,588,000 ","$1,540,000 ",1569,3,2,,Y,2,1975,"6,700",52,11/2/20
ML81805788,45,3700,"$1,588,000 ","$1,540,000 ",1569,3,2,,Y,2,1975,"6,700",52,11/2/20
40923400,5,3700,"$900,000 ","$915,000 ",1074,3,2,0,Y,2,1953,"5,500",,11/3/20
40920290,18,3700,"$1,188,888 ","$1,080,000 ",1200,3,2,0,Y,2,1958,"6,840",,11/3/20
ME20054964,18,3700,"$1,188,888 ","$1,080,000 ",1200,3,0,0,,2,1958,"6,840",,11/3/20
40922115,8,3700,"$1,349,990 ","$1,468,000 ",1942,4,2,,Y,2,1972,"6,000",,11/3/20
ML81814734,5,3700,"$1,428,000 ","$1,560,000 ",2052,4,2,1,Y,2,1987,"6,103",,11/3/20
ML81812831,0,3700,"$1,699,800 ","$1,751,000 ",2172,4,3,1,Y,2,2005,"4,059",,11/3/20
40920748,7,3700,"$1,699,888 ","$1,751,000 ",2172,4,3,0,Y,2,2005,"4,059",,11/3/20
40911339,30,3700,"$2,038,000 ","$2,038,000 ",2735,4,3,1,Y,2,2020,"4,186",231,11/4/20
40923325,2,3700,"$995,000 ","$1,065,000 ",1151,3,2,0,Y,2,1958,"7,020",,11/5/20
40923061,5,3700,"$1,098,000 ","$1,175,000 ",1481,3,2,1,Y,2,1988,"3,660",119,11/5/20
ML81813285,1,3700,"$1,098,000 ","$1,175,000 ",1481,3,2,1,Y,2,1988,"3,660",119,11/5/20
ML81813586,0,3700,"$1,260,000 ","$1,260,000 ",1680,4,2,1,Y,2,1992,"3,642",90,11/5/20
40923950,0,3700,"$2,049,950 ","$2,250,000 ",2870,4,3,0,Y,3,1989,"7,856",,11/5/20
40913095,74,3700,"$739,888 ","$730,000 ",1257,2,2,0,Y,2,1978,"3,274",34,11/6/20
40923553,5,3700,"$1,050,000 ","$1,250,000 ",1376,3,2,0,Y,2,1981,"6,012",,11/6/20
ML81811788,10,3700,"$1,100,000 ","$1,180,000 ",1390,3,2,,Y,2,1969,"5,800",,11/6/20
40922686,4,3700,"$1,100,000 ","$1,180,000 ",1390,3,2,0,Y,2,1969,"5,800",,11/6/20
40921417,19,3700,"$1,100,000 ","$1,200,000 ",1460,3,2,1,Y,2,1989,"3,500",66,11/6/20
40922808,4,3700,"$1,098,000 ","$1,240,000 ",1557,4,2,0,Y,2,1964,"6,426",,11/9/20
40922797,6,3700,"$1,100,000 ","$1,225,000 ",1390,3,2,,Y,2,1971,"5,989",,11/9/20
40922343,8,3700,"$1,389,000 ","$1,450,000 ",1728,4,3,0,Y,2,1989,"3,500",80,11/9/20
ML81801311,57,3500,"$1,225,000 ","$1,235,000 ",1824,4,2,1,Y,2,1989,"4,075",60,11/10/20
40922317,8,3700,"$819,999 ","$850,000 ",1125,3,2,0,N,0,1955,"5,300",,11/10/20
40922283,1,3700,"$999,000 ","$1,044,000 ",1903,5,3,0,Y,2,1967,"5,800",,11/10/20
40922860,9,3700,"$1,099,000 ","$1,150,000 ",1577,4,2,0,Y,2,1963,"6,259",,11/10/20
ML81813224,13,3700,"$1,149,000 ","$1,105,000 ",1312,3,2,,Y,2,1986,"4,680",,11/10/20
ML81813181,7,3700,"$1,200,000 ","$1,260,000 ",1375,3,2,1,,0,1987,"3,616",120,11/10/20
40915079,57,3700,"$1,225,000 ","$1,235,000 ",1824,4,2,1,Y,2,1989,"4,075",70,11/10/20
ML81816013,1,3700,"$1,279,950 ","$1,450,000 ",1639,4,2,,Y,2,1959,"11,452",185,11/10/20
40925510,2,3700,"$1,279,950 ","$1,450,000 ",1639,4,2,0,Y,2,1959,"11,452",185,11/10/20
40923418,6,3700,"$1,489,000 ","$1,560,000 ",1536,3,2,0,Y,2,1964,"6,480",,11/10/20
ML81813692,5,3700,"$1,489,000 ","$1,560,000 ",1536,3,2,0,Y,2,1964,"6,480",,11/10/20
40913846,75,3700,"$799,888 ","$770,000 ",1037,3,1,0,Y,1,1951,"5,429",,11/11/20
ML81813919,7,3500,"$1,199,800 ","$1,250,000 ",2160,4,3,,Y,2,1965,"8,369",,11/12/20
ML81801486,82,3700,"$1,089,000 ","$1,081,000 ",1445,3,2,,Y,2,1960,"5,700",,11/12/20
40921705,6,3700,"$1,150,000 ","$1,200,000 ",1399,4,2,,Y,2,1965,"5,800",,11/12/20
40913952,35,3700,"$1,188,000 ","$1,050,000 ",2098,5,3,1,N,0,1920,"10,093",,11/12/20
ML81796944,116,3700,"$1,448,888 ","$1,350,000 ",1784,4,3,,Y,2,1975,"5,985",,11/12/20
ME20060449,6,21101,"$1,098,000 ","$1,220,000 ",1372,3,2,0,,2,1972,"6,423",,11/13/20
40925542,6,3700,"$875,000 ","$900,000 ",2005,3,1,0,N,0,1942,"6,000",,11/13/20
40925359,4,3700,"$949,800 ","$1,168,000 ",1685,3,2,1,Y,2,1962,"6,840",,11/13/20
40923761,9,3700,"$999,998 ","$1,200,000 ",1323,3,3,0,Y,2,1952,"7,150",,11/13/20
ML81814616,6,3700,"$1,098,000 ","$1,220,000 ",1372,3,2,,Y,2,1972,"6,423",,11/13/20
40924242,6,3700,"$1,098,000 ","$1,220,000 ",1372,3,2,0,Y,2,1972,"6,423",,11/13/20
40904352,130,3700,"$1,180,000 ","$1,165,000 ",1558,4,2,0,Y,2,1962,"5,700",,11/13/20
40922995,9,3700,"$1,250,000 ","$1,356,000 ",1645,3,2,0,Y,2,1972,"5,800",,11/13/20
ML81802978,62,3700,"$1,348,000 ","$1,300,000 ",1580,4,2,,Y,2,1959,"11,324",,11/13/20
40921279,19,3700,"$1,348,000 ","$1,300,000 ",1580,4,2,,Y,2,1959,"11,324",,11/13/20
40926952,2,3700,"$1,688,000 ","$1,700,000 ",1931,4,2,0,Y,2,1962,"11,716",,11/13/20
ML81813390,6,3500,"$899,950 ","$1,028,250 ",1136,3,2,,Y,2,1954,"5,700",,11/16/20
40920806,12,3700,"$799,000 ","$810,000 ",816,2,1,0,N,0,1922,"3,400",,11/16/20
40922595,16,3700,"$875,000 ","$870,000 ",1064,3,1,0,Y,0,1963,"5,400",,11/16/20
40923146,6,3700,"$899,950 ","$1,028,250 ",1136,3,2,0,Y,2,1954,"5,700",,11/16/20
40924207,8,3700,"$1,249,000 ","$1,562,500 ",2297,4,3,1,Y,2,1959,"6,905",,11/16/20
ML81815924,4,3700,"$2,180,000 ","$2,261,888 ",3362,6,4,,Y,2,1965,"9,545",,11/16/20
40925574,4,3700,"$2,180,000 ","$2,261,888 ",3362,6,4,,Y,2,1965,"9,545",,11/16/20
ML81814364,6,3500,"$1,249,000 ","$1,378,000 ",1980,4,2,1,Y,2,1972,"5,860",,11/17/20
40924829,4,3700,"$925,000 ","$925,000 ",1008,3,1,0,N,0,1958,"6,300",,11/17/20
40924843,8,3700,"$1,000,000 ","$1,130,000 ",1407,3,2,0,Y,2,1955,"9,200",,11/17/20
40923958,0,3700,"$1,458,000 ","$1,475,000 ",2157,4,2,0,Y,1,1966,"13,208",,11/17/20
40922683,18,3700,"$1,555,000 ","$1,475,000 ",2365,5,3,,Y,2,1976,"7,686",,11/17/20
40923303,13,3700,"$1,699,900 ","$1,862,500 ",2031,4,2,0,Y,1,1959,"10,266",,11/17/20
40927072,6,3700,"$2,098,000 ","$2,085,000 ",2754,4,3,0,Y,2,2001,"6,512",85,11/17/20
40916929,81,3700,"$2,399,950 ","$2,330,000 ",3637,5,4,,Y,3,2020,"6,777",100,11/17/20
ML81806339,81,3700,"$2,399,950 ","$2,330,000 ",3637,5,4,0,Y,3,2020,"6,777",100,11/17/20
ML81816834,5,3700,"$700,000 ","$790,000 ",925,3,1,,Y,1,1954,"5,300",,11/18/20
40924905,4,3700,"$718,888 ","$840,000 ",841,2,1,0,Y,1,1953,"5,225",,11/18/20
40922805,11,3700,"$1,050,000 ","$1,160,000 ",1376,3,2,0,Y,2,1977,"4,336",,11/18/20
40926426,4,3700,"$1,149,000 ","$1,250,000 ",1372,3,2,0,Y,2,1972,"5,833",,11/18/20
ML81814784,6,3700,"$1,159,950 ","$1,300,000 ",1320,3,2,0,Y,2,1961,"11,964",,11/18/20
40924399,6,3700,"$1,159,950 ","$1,300,000 ",1320,3,2,0,Y,2,1961,"11,964",,11/18/20
40923593,12,3700,"$1,399,800 ","$1,500,666 ",1639,3,2,0,Y,2,1977,"6,466",,11/18/20
40914643,57,3700,"$1,749,888 ","$1,700,000 ",3308,4,4,0,Y,3,2008,"4,130",121,11/18/20
ML81802980,82,3700,"$1,890,000 ","$1,800,000 ",2591,4,3,,Y,2,1955,"8,232",,11/18/20
40914065,83,3700,"$1,890,000 ","$1,800,000 ",2591,4,3,0,Y,2,1955,"8,232",,11/18/20
40929630,0,3700,"$995,000 ","$995,000 ",1268,3,2,0,Y,2,1978,"5,845",,11/19/20
40922652,13,3700,"$1,099,000 ","$1,055,000 ",1340,4,2,0,Y,2,1954,"5,400",,11/19/20
40920191,20,3700,"$2,288,000 ","$2,180,000 ",3225,4,3,,Y,3,1989,"11,205",,11/19/20
ML81808117,55,3500,"$1,725,000 ","$1,720,000 ",3281,4,3,1,Y,2,1976,"7,109",,11/20/20
40923414,14,3700,"$759,000 ","$750,000 ",880,2,1,0,Y,2,1969,"3,120",,11/20/20
40926615,3,3700,"$1,099,950 ","$1,250,000 ",1482,4,2,0,Y,2,1965,"5,800",,11/20/20
40918541,44,3700,"$1,725,000 ","$1,720,000 ",3281,4,3,1,Y,2,1976,"7,109",,11/20/20
ML81794964,138,3700,"$2,780,000 ","$2,000,000 ",6862,3,4,1,Y,1,1980,"91,912",,11/20/20
ML81813286,2,3500,"$1,495,000 ","$1,595,000 ",2462,4,3,,Y,3,2000,"6,100",148,11/23/20
40926224,6,3700,"$875,000 ","$970,000 ",996,3,2,0,Y,2,1959,"6,540",,11/23/20
40925431,9,3700,"$899,888 ","$1,050,000 ",1274,3,1,1,Y,2,1960,"5,500",,11/23/20
40923078,20,3700,"$1,090,000 ","$1,075,000 ",1444,4,2,0,Y,2,1962,"6,565",,11/23/20
40925799,5,3700,"$1,249,999 ","$1,325,000 ",1600,4,2,0,Y,4,1972,"9,327",,11/23/20
ML81815739,6,3700,"$1,298,000 ","$1,390,000 ",1750,3,2,,Y,2,1968,"6,069",,11/23/20
40925106,6,3700,"$1,298,000 ","$1,390,000 ",1750,4,2,,Y,2,1968,"6,069",,11/23/20
40925457,6,3700,"$1,499,888 ","$1,615,000 ",2626,4,2,1,Y,3,1980,"12,119",,11/23/20
40922223,32,3700,"$849,950 ","$812,000 ",1131,2,1,,Y,1,1925,"5,660",,11/24/20
40924302,20,3700,"$950,000 ","$920,000 ",1225,3,1,1,N,2,1950,"9,000",,11/24/20
40924080,15,3700,"$1,048,000 ","$1,075,000 ",1556,4,2,0,Y,2,1962,"6,900",,11/24/20
ML81814013,17,3700,"$1,090,000 ","$1,075,000 ",1444,4,2,,Y,2,1962,"6,565",,11/24/20
40925858,5,3700,"$1,188,000 ","$1,218,000 ",1248,3,2,0,Y,2,1959,"6,000",,11/24/20
ML81813577,7,3700,"$1,198,000 ","$1,320,003 ",1504,3,2,,Y,2,1987,"5,900",,11/24/20
40926129,7,3700,"$1,198,000 ","$1,320,003 ",1504,3,2,0,Y,2,1987,"5,900",,11/24/20
