ID,DOM,Area,LP,SP,SqFt,BR,Bth,PB,Gar,GarSp,YrBlt,Lot SqFt,HOA Fee,Closing Date
40883156,7,3700,"$1,199,000 ","$1,360,000 ",1542,3,2,0,Y,2,1975,"5,657",,10/31/19
40881937,21,3700,"$899,999 ","$875,121 ",1302,4,2,0,Y,2,1959,"5,400",,11/1/19
40883143,14,3700,"$1,128,000 ","$1,179,000 ",1164,3,2,0,Y,2,1957,"5,300",,11/1/19
ML81770502,5,3700,"$1,198,888 ","$1,210,000 ",1390,3,2,,Y,2,1971,"8,629",,11/1/19
40883791,14,3700,"$1,199,800 ","$1,250,000 ",1813,4,2,0,Y,2,1984,"7,443",,11/1/19
40882766,8,3700,"$1,249,888 ","$1,280,000 ",2097,4,2,1,Y,2,1987,"6,500",,11/1/19
40876286,73,3700,"$799,888 ","$780,000 ",1148,3,2,0,Y,2,1959,"6,118",,11/4/19
40883686,7,3700,"$999,888 ","$1,035,000 ",1675,4,2,0,Y,2,1955,"5,400",,11/4/19
40871176,107,3700,"$1,098,800 ","$1,037,800 ",2092,3,2,0,Y,2,1960,"9,147",,11/4/19
40879232,44,3700,"$1,875,000 ","$1,770,000 ",2500,4,3,0,Y,2,1984,"11,180",,11/4/19
40882277,29,3700,"$850,000 ","$840,000 ",1859,4,2,1,Y,2,1963,"6,601",,11/5/19
40880138,14,3700,"$928,000 ","$914,000 ",1158,3,2,0,Y,2,1960,"5,400",,11/5/19
40883933,7,3700,"$1,229,950 ","$1,330,000 ",2512,4,3,0,Y,3,1965,"8,645",,11/5/19
ML81766775,35,3700,"$1,345,000 ","$1,300,000 ",2475,4,2,1,Y,2,1999,"5,580",180,11/5/19
40880625,33,3700,"$1,345,000 ","$1,300,000 ",2475,4,2,1,Y,2,1999,"5,580",180,11/5/19
ML81764535,49,3700,"$879,500 ","$868,000 ",1344,3,2,,Y,2,1959,"6,264",,11/7/19
ML81770385,14,3700,"$1,185,000 ","$1,140,000 ",1708,4,2,,Y,2,1972,"6,466",,11/7/19
40878085,8,3700,"$1,599,000 ","$1,599,000 ",2277,4,3,1,Y,2,2019,"1,377",215,11/7/19
40884056,15,3700,"$1,699,000 ","$1,715,000 ",2279,4,2,1,Y,3,1975,"11,040",,11/7/19
40883403,17,3700,"$699,888 ","$705,000 ",747,2,1,,Y,1,1952,"5,429",,11/8/19
40884147,8,3700,"$825,000 ","$800,000 ",1064,3,1,0,Y,2,1965,"6,118",,11/8/19
ML81771728,8,3700,"$894,000 ","$890,000 ",1204,3,2,,Y,2,1961,"6,500",,11/8/19
40883310,15,3700,"$899,000 ","$832,000 ",1412,4,2,0,Y,2,1962,"6,900",,11/8/19
40885623,6,3700,"$925,000 ","$930,000 ",1285,3,2,0,Y,2,1961,"5,700",,11/8/19
ML81762798,39,3700,"$1,050,000 ","$900,000 ",1741,5,3,,Y,2,1959,"6,500",,11/8/19
40884253,8,3700,"$1,315,000 ","$1,400,000 ",1901,4,3,,Y,2,1966,"8,760",,11/8/19
ML81769895,16,3500,"$1,295,999 ","$1,300,000 ",2186,4,3,,Y,2,1977,"6,856",,11/11/19
40877301,58,3700,"$963,000 ","$928,000 ",1178,3,2,0,Y,2,1960,"5,985",,11/11/19
40885329,9,3700,"$748,888 ","$795,000 ",1001,2,2,0,Y,2,1987,"3,700",85,11/12/19
ML81765612,49,3700,"$1,158,000 ","$1,105,000 ",1409,3,2,,Y,2,1976,"5,405",,11/12/19
40877937,25,3700,"$1,175,000 ","$1,130,000 ",1884,4,2,0,Y,2,1964,"9,180",,11/12/19
ME19056905,57,3700,"$1,175,000 ","$1,130,000 ",1884,4,2,0,,2,1964,"9,180",,11/12/19
40875599,66,3700,"$699,000 ","$525,000 ",616,1,1,,N,0,1908,"10,000",,11/13/19
40878348,48,3700,"$949,000 ","$930,000 ",1960,5,2,0,Y,2,1963,"6,000",,11/13/19
ML81770297,11,3700,"$999,988 ","$1,020,000 ",1409,4,2,,Y,2,1976,"5,405",,11/13/19
40885568,6,3700,"$1,129,000 ","$1,175,000 ",1579,3,2,0,Y,2,1971,"5,752",,11/13/19
40886190,4,3700,"$1,488,000 ","$1,600,000 ",1881,3,2,0,Y,2,1975,"7,020",,11/13/19
40878203,61,3700,"$1,679,888 ","$1,600,000 ",1914,4,3,,Y,2,1967,"6,000",,11/13/19
ML81771713,10,3500,"$1,180,000 ","$1,203,600 ",1579,3,2,,Y,2,1970,"5,800",,11/14/19
40885512,20,3700,"$839,000 ","$820,000 ",1148,3,2,0,Y,2,1961,"6,050",,11/14/19
40885657,4,3700,"$1,180,000 ","$1,203,600 ",1579,3,2,,Y,2,1970,"5,800",,11/14/19
40881130,41,3700,"$1,250,000 ","$1,240,000 ",1683,3,2,0,Y,2,1962,"6,380",,11/14/19
40885070,8,3700,"$799,888 ","$820,000 ",1269,3,2,0,Y,2,1962,"6,018",,11/15/19
40880312,38,3700,"$899,900 ","$926,000 ",1440,3,2,0,Y,2,1976,"5,773",,11/15/19
40883532,8,3700,"$899,999 ","$940,000 ",1324,4,2,0,Y,2,1963,"18,480",,11/15/19
40880740,29,3700,"$999,888 ","$960,000 ",1234,4,2,,Y,2,1976,"11,295",,11/15/19
ML81767130,29,3700,"$999,888 ","$960,000 ",1234,4,2,,Y,2,1976,"11,295",,11/15/19
ML81771791,7,3700,"$1,099,000 ","$1,150,000 ",1736,4,2,,Y,2,1962,"6,600",,11/15/19
40884622,11,3700,"$1,499,800 ","$1,500,000 ",1700,4,2,0,Y,2,1965,"6,460",,11/15/19
40886074,9,3700,"$550,000 ","$600,000 ",841,2,1,0,Y,1,1951,"5,429",,11/18/19
40872861,108,3700,"$1,100,000 ","$1,036,000 ",1502,4,2,0,Y,2,1958,"7,700",180,11/18/19
40886257,7,3700,"$1,149,000 ","$1,190,000 ",1494,4,2,0,Y,2,1971,"6,747",,11/18/19
40883716,29,3700,"$1,198,888 ","$1,140,000 ",1797,4,2,0,Y,2,1964,"6,715",,11/18/19
40883908,21,3700,"$1,248,000 ","$1,270,000 ",1254,3,2,0,Y,2,1964,"7,930",,11/18/19
ML81770465,39,3700,"$1,249,000 ","$1,125,000 ",1146,3,1,,Y,2,1960,"8,080",,11/18/19
40884361,4,3700,"$1,249,000 ","$1,125,000 ",1146,3,2,0,N,2,1960,"8,080",,11/18/19
40885356,8,3700,"$899,000 ","$895,000 ",1168,3,2,0,Y,2,1956,"7,214",,11/19/19
40877746,63,3700,"$974,888 ","$949,000 ",1631,3,2,1,Y,2,1997,"2,982",85,11/19/19
40880234,41,3700,"$1,048,000 ","$1,020,000 ",1579,3,2,0,Y,2,1971,"6,232",,11/19/19
40884058,11,3700,"$1,095,000 ","$1,065,000 ",1198,3,2,0,Y,2,1959,"6,336",,11/20/19
SF490833,24,3700,"$1,198,888 ","$1,140,000 ",1797,4,2,0,,0,1964,"6,715",,11/20/19
ML81771627,14,3500,"$998,000 ","$1,035,000 ",1423,3,3,,Y,2,1988,"3,280",85,11/21/19
ML81770304,31,3700,"$749,888 ","$760,000 ",1067,3,2,,Y,2,1961,"5,700",,11/21/19
40885298,14,3700,"$998,000 ","$1,035,000 ",1423,3,3,0,Y,2,1988,"3,280",85,11/21/19
40875748,89,3700,"$1,650,000 ","$1,600,000 ",2041,4,3,0,Y,2,1961,"7,656",,11/21/19
ML81771188,28,3500,"$959,999 ","$930,000 ",1256,3,2,,Y,2,1967,"5,800",,11/22/19
40882733,33,3700,"$799,990 ","$799,990 ",1074,3,1,,Y,2,1953,"5,225",,11/22/19
40886033,9,3700,"$875,000 ","$865,000 ",1078,3,2,,Y,2,1961,"9,120",,11/22/19
40887114,12,3700,"$888,888 ","$912,000 ",1845,3,2,0,Y,2,1925,"7,500",,11/22/19
40883709,34,3700,"$979,800 ","$980,000 ",1370,3,2,1,Y,2,1989,"3,508",,11/22/19
40881373,25,3700,"$1,049,900 ","$1,040,000 ",1919,3,2,0,Y,2,1962,"5,700",,11/22/19
40886978,6,3700,"$1,198,888 ","$1,350,000 ",1683,4,2,0,Y,2,1963,"8,568",,11/22/19
40883674,26,3700,"$1,249,888 ","$1,184,888 ",1284,3,2,0,Y,2,1962,"6,208",,11/22/19
40885451,15,3700,"$1,599,999 ","$1,601,000 ",3043,4,3,0,Y,3,1991,"6,782",,11/22/19
40878954,62,3700,"$1,799,999 ","$1,740,000 ",2857,4,3,0,Y,2,2001,"6,141",,11/22/19
40881196,53,3700,"$1,938,800 ","$1,850,000 ",2610,5,3,0,Y,3,2000,"10,280",158,11/22/19
40886377,6,3700,"$1,149,999 ","$1,170,000 ",1753,3,2,1,Y,2,1955,"10,209",180,11/24/19
40886567,12,3700,"$750,000 ","$715,000 ",996,3,2,,Y,2,1959,"6,032",,11/25/19
40884280,23,3700,"$929,000 ","$940,000 ",1723,3,2,,Y,2,1963,"5,700",,11/25/19
40877420,75,3700,"$998,000 ","$970,000 ",2093,4,3,1,Y,2,2013,"1,802",132,11/25/19
40886153,24,3700,"$1,050,000 ","$1,015,000 ",1487,3,2,,Y,2,1986,"5,423",,11/25/19
40886262,11,3700,"$1,149,800 ","$1,135,101 ",1446,3,2,1,Y,2,1986,"3,150",,11/25/19
40886174,8,3700,"$1,248,950 ","$1,210,000 ",2054,4,3,0,Y,2,1997,"3,875",90,11/25/19
40878409,57,3700,"$1,898,000 ","$1,880,000 ",3198,4,3,0,Y,2,1979,"21,966",,11/25/19
40885162,19,3700,"$1,029,000 ","$1,010,000 ",1669,3,2,1,Y,2,1999,"2,676",101,11/26/19
ML81763917,89,3700,"$1,299,000 ","$1,299,000 ",1680,4,2,,Y,2,1954,"5,001",,11/26/19
SF488516,57,3700,"$1,898,000 ","$1,880,000 ",3198,4,3,0,,0,1979,"21,966",,11/26/19
BA21927402,24,21101,"$1,475,000 ","$1,365,000 ",2172,4,3,0,,2,1971,"9,217",,11/27/19
ML81772541,16,3700,"$975,000 ","$994,000 ",1228,4,2,,Y,2,1961,"6,175",,11/27/19
40885024,11,3700,"$998,888 ","$1,085,000 ",1290,3,2,,Y,2,1968,"7,007",,11/27/19
40891287,1,3700,"$1,060,000 ","$1,060,000 ",1432,3,2,0,Y,2,1958,"5,000",,11/27/19
40884727,21,3700,"$1,475,000 ","$1,365,000 ",2172,4,3,,Y,2,1971,"9,210",,11/27/19
SF487851,91,3700,"$1,690,000 ","$1,625,000 ",2651,4,3,0,,,2017,"7,344",128,11/27/19
ML81762686,91,3700,"$1,690,000 ","$1,625,000 ",2651,4,3,1,Y,2,2017,"7,344",129,11/27/19
40876526,84,3700,"$1,690,000 ","$1,625,000 ",2651,4,3,1,Y,2,2017,"7,344",129,11/27/19
ML81774214,6,3700,"$1,248,888 ","$1,335,000 ",1570,4,2,1,Y,2,1989,"5,003",57,12/2/19
ML81771368,30,3500,"$899,000 ","$900,000 ",1168,3,2,,Y,2,1955,"6,306",,12/3/19
40880224,45,3700,"$695,000 ","$695,600 ",1152,3,1,,N,0,1918,"6,050",,12/3/19
40887870,7,3700,"$799,000 ","$921,000 ",945,2,1,,Y,1,1951,"8,400",,12/3/19
40883811,35,3700,"$829,800 ","$800,000 ",1166,3,2,0,Y,1,1953,"5,964",,12/3/19
40890104,16,3700,"$1,000,000 ","$1,000,000 ",1476,4,2,0,Y,2,1973,"5,795",,12/3/19
ML81772716,7,3700,"$1,190,000 ","$1,280,000 ",1386,3,2,1,Y,2,1971,"8,050",,12/3/19
ML81765518,71,3700,"$1,198,000 ","$1,197,550 ",1527,3,2,1,Y,2,1987,"3,325",90,12/3/19
40877340,83,3700,"$2,100,000 ","$1,950,000 ",2870,4,3,0,Y,3,1989,"10,758",,12/3/19
40890180,0,3700,"$799,000 ","$860,000 ",1131,3,2,0,Y,2,1963,"5,435",,12/4/19
40884501,33,3700,"$899,000 ","$900,000 ",1168,3,2,,Y,2,1955,"6,306",,12/4/19
40886903,6,3700,"$949,950 ","$950,000 ",1364,4,2,,Y,2,1970,"7,556",,12/4/19
ML81773459,13,3700,"$1,178,888 ","$1,195,000 ",1898,4,2,1,Y,2,1998,"3,612",87,12/4/19
40886963,12,3700,"$1,178,888 ","$1,195,000 ",1898,4,2,1,Y,2,1998,"3,612",85,12/4/19
40886164,7,3700,"$1,190,000 ","$1,280,000 ",1386,3,2,1,Y,2,1971,"8,050",,12/4/19
40887343,9,3700,"$1,450,000 ","$1,438,000 ",1646,3,3,0,Y,2,1969,"6,600",,12/4/19
40886866,9,3700,"$1,549,888 ","$1,551,000 ",1948,4,2,1,Y,3,1978,"9,471",,12/4/19
40867843,74,3700,"$1,900,000 ","$1,700,000 ",2822,4,2,1,N,3,1977,"13,067",,12/4/19
40886321,19,3700,"$825,000 ","$815,000 ",1201,3,2,0,Y,2,1955,"5,300",,12/5/19
40885985,15,3700,"$999,000 ","$981,000 ",1736,4,2,0,Y,2,1962,"6,996",,12/5/19
40887305,13,3700,"$1,199,888 ","$1,150,000 ",2215,3,2,0,Y,2,1967,"6,589",,12/5/19
ML81776919,0,3500,"$829,000 ","$796,000 ",1120,3,2,,Y,2,1955,"6,025",,12/6/19
40888531,3,3700,"$849,000 ","$853,000 ",1168,3,2,,Y,2,1956,"5,742",,12/6/19
40883462,43,3700,"$899,999 ","$866,000 ",1232,3,2,,Y,2,1966,"5,870",,12/6/19
40890378,0,3700,"$975,000 ","$955,000 ",1460,3,2,1,Y,2,1989,"3,150",60,12/6/19
40886770,10,3700,"$1,089,000 ","$1,100,000 ",1375,3,2,,Y,2,1960,"7,350",180,12/6/19
40887353,8,3700,"$1,188,811 ","$1,211,000 ",1816,4,2,0,Y,2,1974,"5,983",,12/6/19
40887222,13,3700,"$1,299,950 ","$1,275,000 ",1910,3,2,0,Y,2,1971,"6,223",,12/6/19
40886185,13,3700,"$899,900 ","$920,000 ",1574,4,2,0,Y,2,1954,"5,400",,12/9/19
40887631,7,3700,"$999,999 ","$1,058,000 ",1600,4,2,1,Y,2,1989,"4,524",,12/9/19
40881125,62,3700,"$1,699,800 ","$1,675,000 ",2291,4,2,1,Y,2,1985,"8,721",,12/9/19
ML81775255,10,3500,"$949,888 ","$1,050,000 ",1384,3,2,1,Y,2,1995,"3,744",42,12/10/19
40888283,11,3700,"$779,000 ","$779,000 ",880,2,1,1,Y,2,1969,"3,510",,12/10/19
ML81773529,13,3700,"$938,888 ","$925,000 ",1656,3,2,1,Y,2,1959,"7,159",180,12/10/19
40886924,13,3700,"$938,888 ","$925,000 ",1656,3,2,1,Y,2,1959,"7,159",180,12/10/19
40876648,84,3700,"$1,125,000 ","$1,128,000 ",1544,3,2,,Y,2,1960,"7,178",,12/10/19
ML81761679,83,3700,"$1,125,000 ","$1,128,000 ",1544,3,2,,Y,2,1960,"7,178",,12/10/19
ML81752870,164,3700,"$1,888,000 ","$1,822,000 ",2570,4,3,,Y,2,1998,"5,756",75,12/10/19
BA21927898,39,21101,"$1,150,000 ","$1,150,000 ",1574,4,2,0,,2,1977,"5,676",,12/12/19
ML81774335,14,3500,"$869,000 ","$860,000 ",1168,3,2,,Y,2,1955,"5,292",,12/12/19
40887768,14,3700,"$869,000 ","$860,000 ",1168,3,2,,Y,2,1955,"5,292",,12/12/19
40888540,8,3700,"$899,888 ","$1,106,568 ",1455,3,2,,Y,2,1964,"7,560",,12/12/19
ML81775066,8,3700,"$899,888 ","$1,106,568 ",1455,3,2,,Y,2,1964,"7,560",,12/12/19
40887794,5,3700,"$1,150,000 ","$1,150,000 ",1574,4,2,0,Y,2,1977,"5,678",,12/12/19
40888420,7,3700,"$1,198,950 ","$1,290,000 ",2189,4,3,0,Y,2,1961,"6,566",,12/12/19
ML81769351,24,3700,"$1,333,995 ","$1,265,000 ",1684,4,2,,Y,1,1964,"6,600",,12/12/19
40887487,22,3700,"$1,849,800 ","$1,820,000 ",2504,4,3,0,Y,2,1963,"7,500",,12/12/19
ML81774229,19,3500,"$876,000 ","$840,000 ",1154,3,2,,Y,2,1956,"5,534",,12/13/19
ML81767390,65,3500,"$900,000 ","$859,500 ",1148,3,3,,Y,2,1956,"7,560",,12/13/19
40866570,59,3700,"$825,000 ","$795,000 ",1036,3,1,,Y,2,1959,"8,709",,12/13/19
40887727,19,3700,"$876,000 ","$840,000 ",1154,3,2,,Y,2,1956,"5,534",,12/13/19
40878159,86,3700,"$899,950 ","$870,000 ",1549,3,2,,Y,2,1961,"5,400",,12/13/19
ML81762167,105,3700,"$899,950 ","$870,000 ",1549,3,2,,Y,2,1961,"5,400",,12/13/19
40882535,85,3700,"$900,000 ","$859,500 ",1148,3,3,,Y,2,1956,"7,560",,12/13/19
40881803,51,3700,"$940,000 ","$920,000 ",1800,4,2,,Y,2,1961,"6,006",,12/13/19
ML81774453,10,3700,"$949,888 ","$975,000 ",1344,3,2,,Y,2,1959,"6,018",,12/13/19
40883711,33,3700,"$1,099,000 ","$1,099,000 ",1662,3,2,0,Y,2,1963,"9,460",,12/13/19
40879230,71,3700,"$1,198,000 ","$1,197,550 ",1527,3,2,1,Y,2,1987,"3,225",90,12/13/19
40885185,40,3700,"$1,278,000 ","$1,250,000 ",1615,3,2,1,Y,2,1992,"4,331",40,12/13/19
ML81765965,80,3700,"$1,295,000 ","$1,125,000 ",1838,4,3,,Y,2,1961,"6,866",,12/14/19
ML81773208,2,3700,"$1,749,000 ","$1,710,000 ",2140,4,3,,Y,2,1952,"10,579",,12/15/19
40888710,9,3700,"$928,829 ","$960,000 ",1335,3,2,1,Y,2,1978,"3,841",,12/16/19
40886934,25,3700,"$1,028,000 ","$1,044,220 ",1324,3,2,1,Y,2,1988,"2,941",119,12/16/19
40888036,11,3700,"$1,388,888 ","$1,475,000 ",1821,4,3,0,Y,2,1964,"6,630",,12/16/19
40888894,7,3700,"$875,000 ","$957,000 ",1040,3,2,,Y,2,1972,"5,600",,12/17/19
40886286,26,3700,"$935,000 ","$925,000 ",1324,4,2,,Y,2,1962,"8,100",,12/17/19
40888267,13,3700,"$999,000 ","$999,000 ",1523,3,2,0,Y,2,1954,"5,744",,12/17/19
40887886,28,3700,"$839,888 ","$821,000 ",1151,3,2,0,Y,2,1958,"8,890",,12/18/19
ML81769897,35,3500,"$1,398,950 ","$1,392,000 ",2040,4,2,,Y,2,1957,"9,478",185,12/19/19
ML81774988,11,3700,"$808,000 ","$840,000 ",1050,3,1,1,Y,2,1958,"6,200",,12/19/19
40889024,7,3700,"$1,098,000 ","$1,108,000 ",1481,3,2,1,Y,2,1988,"4,020",119,12/19/19
40883753,55,3700,"$1,188,888 ","$1,190,000 ",1544,3,2,1,Y,2,1962,"6,480",,12/19/19
40887289,17,3700,"$1,199,800 ","$1,166,450 ",1234,3,2,0,Y,2,1961,"6,000",,12/19/19
40887665,17,3700,"$1,238,800 ","$1,240,000 ",1714,4,2,0,Y,2,1972,"6,882",,12/19/19
40876343,120,3700,"$1,299,989 ","$1,260,000 ",1546,3,2,0,Y,2,1977,"8,483",,12/19/19
40883412,35,3700,"$1,398,950 ","$1,392,000 ",2040,4,2,0,Y,2,1957,"9,478",185,12/19/19
40880047,80,3700,"$1,599,000 ","$1,565,000 ",2381,4,2,1,Y,2,1977,"6,093",,12/19/19
BA21907980,29,21101,"$870,000 ","$720,000 ",1086,3,1,0,,2,1951,"5,361",,12/20/19
ML81774200,22,3500,"$879,000 ","$860,000 ",1168,3,2,,Y,2,1956,"5,563",,12/20/19
ML81775537,4,3500,"$1,198,000 ","$1,180,000 ",1755,2,2,1,Y,2,1988,"3,800",78,12/20/19
ME19022293,29,3700,"$870,000 ","$720,000 ",1086,3,1,0,,2,1951,"5,361",,12/20/19
ML81746273,35,3700,"$870,000 ","$720,000 ",1086,3,1,0,Y,2,1951,"5,361",,12/20/19
SF483358,29,3700,"$870,000 ","$720,000 ",1086,3,1,0,,0,1951,"5,361",,12/20/19
40860237,29,3700,"$870,000 ","$725,000 ",1086,3,1,0,Y,2,1951,"5,361",,12/20/19
40887602,22,3700,"$879,000 ","$860,000 ",1168,3,2,0,Y,2,1956,"5,563",,12/20/19
40877752,107,3700,"$899,950 ","$860,325 ",1256,3,2,0,Y,2,1965,"6,568",,12/20/19
40883417,71,3700,"$930,000 ","$915,000 ",1056,3,2,0,Y,2,1959,"5,995",,12/20/19
40876310,118,3700,"$950,000 ","$848,750 ",1387,4,2,0,Y,2,1967,"5,800",,12/20/19
40884563,51,3700,"$998,000 ","$950,000 ",1734,4,3,0,Y,1,1958,"6,000",,12/20/19
40887254,27,3700,"$1,199,000 ","$1,176,000 ",1998,4,2,0,Y,2,1972,"6,669",,12/20/19
40866827,55,3700,"$1,698,000 ","$1,704,679 ",2238,4,3,1,Y,2,2019,"2,159",215,12/20/19
40876058,122,3700,"$2,039,999 ","$1,990,000 ",2588,4,3,0,Y,2,1994,"7,454",,12/20/19
ML81767193,82,3500,"$1,029,990 ","$1,010,000 ",1347,3,2,,Y,2,1962,"8,730",,12/23/19
ML81775775,2,3500,"$1,149,950 ","$1,170,000 ",2008,3,2,0,Y,2,1958,"8,864",180,12/23/19
40889823,7,3700,"$939,950 ","$953,998 ",1376,2,2,1,Y,2,1988,"3,952",78,12/23/19
40881856,85,3700,"$1,029,990 ","$1,010,000 ",1347,3,2,,Y,2,1962,"8,730",,12/23/19
40888891,7,3700,"$1,149,950 ","$1,170,000 ",2008,3,2,0,Y,2,1958,"8,864",180,12/23/19
40888465,13,3700,"$1,299,800 ","$1,340,000 ",1929,4,3,0,Y,2,1991,"3,600",40,12/23/19
ML81776196,14,3700,"$719,000 ","$721,000 ",925,3,1,0,,0,1954,"5,000",,12/24/19
40889622,14,3700,"$719,000 ","$721,000 ",925,3,1,0,N,0,1954,"5,000",,12/24/19
ML81773071,39,3700,"$1,029,800 ","$989,910 ",1698,4,2,,Y,2,1961,"6,043",,12/24/19
40886543,36,3700,"$1,029,800 ","$989,910 ",1698,4,2,,Y,2,1961,"6,043",,12/24/19
40888302,20,3700,"$1,174,900 ","$1,160,000 ",1300,3,2,0,Y,2,1964,"7,400",,12/24/19
40890371,12,3700,"$750,000 ","$785,000 ",1092,3,2,,Y,2,1959,"5,995",,12/26/19
40889601,6,3700,"$799,888 ","$893,000 ",1112,3,2,0,Y,2,1954,"5,500",,12/26/19
40888413,14,3700,"$1,128,888 ","$1,150,000 ",1638,3,2,1,Y,2,1988,"3,325",88,12/26/19
40885144,46,3700,"$1,149,999 ","$1,140,000 ",1522,3,2,1,Y,2,1987,"3,150",90,12/26/19
ML81771027,11,3700,"$1,698,888 ","$1,600,000 ",2361,7,3,,Y,26,1962,"12,654",,12/26/19
40888134,11,3700,"$2,298,000 ","$2,340,000 ",3310,5,4,1,Y,2,2003,"9,851",,12/26/19
40876673,123,3700,"$985,000 ","$956,000 ",1234,3,2,0,Y,2,1961,"7,680",,12/27/19
40888772,21,3700,"$998,888 ","$950,000 ",1320,3,2,0,Y,2,1960,"7,104",175,12/27/19
ML81775195,21,3700,"$998,888 ","$950,000 ",1320,3,2,,Y,2,1960,"7,104",180,12/27/19
40889059,14,3700,"$1,288,000 ","$1,330,000 ",2768,5,3,0,Y,2,1991,"5,881",,12/27/19
40888933,28,3700,"$2,398,000 ","$2,235,000 ",3625,4,4,1,Y,3,2018,"5,304",156,12/29/19
ML81775841,14,3500,"$1,288,000 ","$1,330,000 ",2768,5,3,,Y,2,1991,"5,881",,12/30/19
ML81772686,50,3500,"$1,588,000 ","$1,500,000 ",3340,5,3,,Y,2,1991,"11,372",27,12/30/19
ML81773603,41,3700,"$879,888 ","$871,888 ",1320,3,2,,Y,2,1955,"8,284",,12/30/19
40884962,40,3700,"$1,084,999 ","$1,080,000 ",1706,4,2,1,Y,2,1984,"6,325",,12/30/19
40889388,10,3700,"$1,185,000 ","$1,185,000 ",1714,4,2,0,Y,2,1970,"5,800",,12/30/19
40883792,58,3700,"$839,900 ","$800,000 ",1159,3,2,0,Y,2,1956,"5,400",,12/31/19
40889133,25,3700,"$898,000 ","$865,000 ",1412,3,2,1,Y,2,1985,"3,455",376,12/31/19
40872187,159,3700,"$888,888 ","$845,000 ",1097,3,2,0,Y,2,1962,"6,300",,1/2/20
ML81772123,40,3700,"$775,000 ","$775,000 ",950,3,1,,Y,1,1955,"5,362",,1/3/20
SF491282,40,3700,"$775,000 ","$775,000 ",950,3,1,0,,0,1955,"5,362",,1/3/20
40885599,33,3700,"$775,000 ","$775,000 ",950,3,1,0,Y,1,1955,"5,362",,1/3/20
40889139,49,3700,"$919,900 ","$910,000 ",1644,3,2,1,Y,2,2012,"1,498",132,1/3/20
ML81775734,13,3700,"$1,268,000 ","$1,230,000 ",1542,3,2,,Y,2,1977,"8,405",,1/6/20
40888365,31,3700,"$1,488,000 ","$1,498,000 ",2072,4,3,1,Y,2,1964,"6,490",,1/6/20
ML81776416,9,3700,"$1,489,950 ","$1,458,888 ",2342,3,2,1,Y,2,1954,"8,962",180,1/6/20
40889825,9,3700,"$1,489,950 ","$1,458,888 ",2342,3,2,1,Y,2,1954,"8,962",180,1/6/20
ML81770276,44,3700,"$1,975,000 ","$1,868,121 ",3736,4,4,,Y,2,1970,"13,299",,1/6/20
40890253,7,3700,"$725,000 ","$705,000 ",950,3,1,,Y,2,1957,"7,688",,1/7/20
40890375,7,3700,"$749,800 ","$750,000 ",925,3,1,0,Y,1,1955,"5,168",,1/7/20
40887564,33,3700,"$888,000 ","$890,000 ",1269,3,2,,Y,2,1961,"7,128",,1/7/20
ML81774187,32,3700,"$888,000 ","$890,000 ",1269,3,2,,Y,2,1961,"7,128",,1/7/20
BA21929677,33,21101,"$725,000 ","$705,000 ",950,3,1,0,,2,1957,7688,,1/8/20
40891804,0,3700,"$1,211,000 ","$1,211,000 ",1714,4,2,0,Y,2,1972,"8,703",,1/8/20
40883029,55,3700,"$1,599,000 ","$1,599,000 ",2277,4,3,1,Y,2,2019,"1,377",215,1/8/20
40884135,66,3700,"$4,559,000 ","$4,368,000 ",5953,6,4,3,Y,2,1928,"28,427",,1/8/20
40890135,6,3700,"$899,000 ","$920,000 ",1269,3,2,,Y,2,1963,"6,034",,1/9/20
40888871,33,3700,"$1,099,000 ","$1,068,000 ",2448,4,3,0,Y,2,1964,"7,440",,1/9/20
ML81776647,8,3500,"$659,900 ","$700,000 ",1038,3,1,1,Y,1,1957,"6,060",,1/10/20
40890088,8,3700,"$659,900 ","$700,000 ",1038,3,1,1,Y,1,1957,"6,060",,1/10/20
40889986,10,3700,"$988,000 ","$991,295 ",1460,3,2,1,Y,2,1989,"3,150",60,1/10/20
40887589,47,3700,"$2,248,000 ","$2,248,000 ",3174,4,4,1,Y,2,2019,"5,016",266,1/10/20
40890115,8,3700,"$1,100,000 ","$1,115,000 ",1753,4,2,,Y,2,1959,"9,293",,1/13/20
40890353,7,3700,"$1,132,000 ","$1,213,600 ",1840,4,2,,Y,2,1965,"6,000",,1/13/20
40893089,75,3700,"$995,000 ","$1,170,000 ",1790,3,2,0,Y,2,1972,"5,707",,1/15/20
40890745,10,3700,"$999,800 ","$1,080,000 ",1298,2,2,0,Y,2,1972,"3,984",435,1/15/20
40891022,10,3700,"$1,148,000 ","$1,085,000 ",1346,3,2,0,Y,2,1975,"6,801",,1/15/20
40883400,57,3700,"$799,888 ","$780,000 ",1207,3,2,0,Y,2,1955,"5,300",,1/16/20
40890855,8,3700,"$749,000 ","$768,350 ",1001,2,2,0,Y,2,1987,"3,595",88,1/17/20
40890581,9,3700,"$798,897 ","$820,000 ",1444,4,2,0,Y,2,1954,"5,580",,1/17/20
40884630,65,3700,"$969,800 ","$960,000 ",2155,5,2,1,Y,2,1961,"6,013",,1/17/20
40892604,0,3700,"$1,000,000 ","$1,000,000 ",1080,3,2,0,Y,2,1958,"7,000",,1/17/20
ML81775579,45,3700,"$1,125,000 ","$1,105,000 ",1688,4,3,,Y,1,1959,"6,000",,1/17/20
